slug,status,resolution,market_title,market_id,closed,endDate,resolutionSource,notes
reese-vs-todorovi,RESOLVED,Reese,Reese vs. Todorović,545917,True,2025-06-01T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
sol-multistrike-4h-1758427200-240,RESOLVED,Yes,Will the price of Solana be above $240 on September 21 at 12AM ET?,605817,True,2025-09-21T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
atp-cincinnati-tiafoe-vs-rune,RESOLVED,Rune ,ATP Cincinnati - Tiafoe vs. Rune ,575304,True,2025-08-13T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-joe-milton-be-traded-to-the-carolina-panthers,RESOLVED,No,Will Joe Milton be traded to the Carolina Panthers?,527739,True,2025-09-03T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nhl-who-will-win-predators-vspt-ducks-scheduled-for-march-21-1000-pm-et,RESOLVED_UNKNOWN,,"NHL: Who will win Predators vs. Ducks, scheduled for March 21, 10:00 PM ET?",242342,True,2022-03-21T00:00:00Z,https://www.nhl.com/scores/,no payout==1 found
nhl-will-the-wild-beat-the-knights-by-more-than-1pt5-goals-in-their-march-21-800-pm-et-matchup,RESOLVED_UNKNOWN,,"NHL: Will the Wild beat the Knights by more than 1.5 goals in their March 21, 8:00 PM ET matchup?",242343,True,2022-03-21T00:00:00Z,https://www.nhl.com/scores/,no payout==1 found
xrp-multistrike-4h-1757332800-2pt88,RESOLVED,Yes,Will the price of XRP be above $2.88 on September 8 at 8AM ET?,590418,True,2025-09-08T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-real-sociedad-beat-anderlecht,RESOLVED,No,Will Real Sociedad beat Anderlecht?,508512,True,2024-10-03T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-tim-walz-say-free-speech-during-cnn-interview,RESOLVED,No,"Will Tim Walz say ""free speech"" during CNN interview?",505999,True,2024-08-29T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
ethereum-above-4800-on-september-14,RESOLVED,No,"Will the price of Ethereum be above $4,800 on September 14?",590012,True,2025-09-14T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
park-vs-hernandez,RESOLVED,Park,Park vs. Hernandez,543587,True,2025-05-18T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
eth-up-or-down-15m-1759136400,RESOLVED,Down,"Ethereum Up or Down - September 29, 5:00AM-5:15AM ET",616796,True,2025-09-29T09:15:00Z,https://data.chain.link/streams/eth-usd,
will-the-price-of-xrp-be-greater-than-3pt40-on-september-15,RESOLVED,No,Will the price of XRP be greater than $3.40 on September 15?,590821,True,2025-09-15T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-amon-ra-st-brown-record-the-most-fantasy-points-in-week-1,RESOLVED,No,Will Amon-Ra St. Brown record the most fantasy points in Week 1?,575428,True,2025-09-09T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-bitcoin-be-between-112k-and-113k-on-august-28-at-4pm-et,RESOLVED,No,Will the price of Bitcoin be between $112K and $113K on August 28 at 4PM ET?,582107,True,2025-08-28T20:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-tor-mia-2025-08-22-spread-away-1pt5,RESOLVED,Yes,Spread: Blue Jays (-1.5),579491,True,2025-08-22T23:10:00Z,https://www.mlb.com/,
will-the-highest-temperature-in-london-be-between-47-48f-on-february-2,RESOLVED,No,Will the highest temperature in London be between 47-48°F on February 2?,521137,True,2025-02-02T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
sol-multistrike-4h-1758859200-200,RESOLVED,No,Will the price of Solana be above $200 on September 26 at 12AM ET?,612941,True,2025-09-26T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
nhl-will-the-capitals-beat-the-blues-by-more-than-1pt5-goals-in-their-march-22-700-pm-et-matchup,RESOLVED_UNKNOWN,,"NHL: Will the Capitals beat the Blues by more than 1.5 goals in their March 22, 7:00 PM ET matchup?",242372,True,2022-03-22T00:00:00Z,https://www.nhl.com/scores/,no payout==1 found
bitcoin-up-or-down-june-14-12-am-et-324,RESOLVED,Up,"Bitcoin Up or Down - June 14, 12 AM ET",551857,True,2025-06-14T05:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
solana-up-or-down-august-14-2am-et,RESOLVED,Up,"Solana Up or Down - August 14, 2AM ET",574478,True,2025-08-14T07:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
epl-wol-mun-2024-12-26-wol,RESOLVED,Yes,Will Wolves win on 2024-12-26?,516412,True,2024-12-26T17:30:00Z,https://www.premierleague.com/,
eth-up-or-down-15m-1759160700,RESOLVED,Down,"Ethereum Up or Down - September 29, 11:45AM-12:00PM ET",616889,True,2025-09-29T16:00:00Z,https://data.chain.link/streams/eth-usd,
will-the-price-of-ethereum-be-between-4575-and-4600-on-september-15-at-8am-et,RESOLVED,No,"Will the price of Ethereum be between $4,575 and $4,600 on September 15 at 8AM ET?",598492,True,2025-09-15T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-dogecoin-dip-to-0pt14-in-august,RESOLVED,No,Will Dogecoin dip to $0.14 in August?,570904,True,2025-09-01T04:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
btc-up-or-down-15m-1759214700,RESOLVED,Down,"Bitcoin Up or Down - September 30, 2:45AM-3:00AM ET",617806,True,2025-09-30T07:00:00Z,https://data.chain.link/streams/btc-usd,
nba-will-the-hawks-beat-the-knicks-by-more-than-1pt5-points-in-their-march-22-730-pm-et-matchup,RESOLVED_UNKNOWN,,"NBA: Will the Hawks beat the Knicks by more than 1.5 points in their March 22, 7:30 PM ET matchup?",242388,True,2022-03-22T00:00:00Z,https://www.nba.com/games,no payout==1 found
epl-bri-ast-2025-04-02-ast,RESOLVED,Yes,Will Aston Villa win on 2025-04-02?,529059,True,2025-04-02T18:45:00Z,https://www.premierleague.com/,
nba-mem-lac-2025-07-20,RESOLVED,Grizzlies,Grizzlies vs. Clippers,565277,True,2025-07-28T00:00:00Z,https://www.nba.com/,
solana-up-or-down-september-5-4am-et,RESOLVED,Down,"Solana Up or Down - September 5, 4AM ET",587011,True,2025-09-05T09:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
will-emeka-egbuka-record-the-most-fantasy-points-in-week-1,RESOLVED,No,Will Emeka Egbuka record the most fantasy points in Week 1?,575474,True,2025-09-09T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-isaiah-joe-record-the-most-rebounds-in-game-7-of-the-nba-finals,RESOLVED,No,Will Isaiah Joe record the most rebounds in Game 7 of the NBA Finals?,554433,True,2025-06-22T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-gukesh-dommaraju-win-game-9-of-the-world-chess-championship,RESOLVED,No,Will Gukesh Dommaraju win Game 9 of the World Chess Championship?,514470,True,2024-12-09T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-london-be-80f-or-higher-on-august-6,RESOLVED,No,Will the highest temperature in London be 80°F or higher on August 6?,571633,True,2025-08-06T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-nyc-be-50f-or-below-on-april-6,RESOLVED,No,Will the highest temperature in NYC be 50°F or below on April 6?,534151,True,2025-04-06T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-sweden-win-eurovision-2025,RESOLVED,No,Will Sweden win Eurovision 2025?,521601,True,2025-05-17T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-there-be-a-us-government-shutdown-by-mar-9,RESOLVED,Yes,US government shutdown by Mar 9?,254128,True,2024-03-09T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nfl-tb-sea-2025-10-05-spread-home-6pt5,RESOLVED,Buccaneers,Spread: Seahawks (-6.5),618302,True,2025-10-05T20:05:00Z,https://www.nfl.com/scores,
will-oscar-piastri-win-the-las-vegas-grand-prix,RESOLVED,No,Will Oscar Piastri win the 2024 Las Vegas Grand Prix?,511946,True,2024-11-24T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cbb-bel-most-2025-02-26,RESOLVED,Belmont,Belmont vs. Missouri State,524807,True,2025-03-06T01:00:00Z,https://www.ncaa.com/,
dota2-ivory-tekla-2025-10-04,RESOLVED,Tekla,Dota 2: Ivory vs Tekla (BO3),620801,True,2025-10-04T05:00:00Z,https://www.liquipedia.net/dota2/Main_Page,
will-fartcoin-dip-to-0pt40-before-june-864,RESOLVED,No,Will Fartcoin dip to $0.40 before June?,542446,True,2025-05-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-notre-dame-win-the-acc-conference-tournament,RESOLVED,No,Will Notre Dame win the ACC conference tournament?,526137,True,2025-03-17T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
wnba-ind-gsv-2025-08-31,RESOLVED,Valkyries,Fever vs. Valkyries,583969,True,2025-09-08T00:30:00Z,https://www.wnba.com/,
bitcoin-above-106k-on-september-16,RESOLVED,Yes,"Will the price of Bitcoin be above $106,000 on September 16?",591684,True,2025-09-16T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-300-350k-federal-employees-accept-the-buyout,RESOLVED,No,Will 300-350k federal employees accept the buyout?,520757,True,2025-02-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-psg-win-1-0,RESOLVED,No,Will PSG win 1-0?,548668,True,2025-05-31T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-tweet-less-than-5-times-nov-22-29,RESOLVED,Yes,Will Trump tweet less than 5 times Nov 22-29?,513730,True,2024-11-29T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-nyc-be-52f-or-below-on-march-18,RESOLVED,No,Will the highest temperature in NYC be 52°F or below on March 18?,528168,True,2025-03-18T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-det-mia-2023-03-19,RESOLVED,Heat,NBA: Detroit Pistons vs. Miami Heat 2023-03-19,249364,True,2023-03-19T00:00:00Z,https://www.nba.com/,
will-bayern-munich-beat-bayer-leverkusen-2-15,RESOLVED,No,Will Bayern Munich beat Bayer Leverkusen?,523326,True,2025-02-15T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-xrp-be-between-2pt97-and-3-on-september-11-at-4am-et,RESOLVED,No,Will the price of XRP be between $2.97 and $3.00 on September 11 at 4AM ET?,593295,True,2025-09-11T08:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-there-be-more-than-5-million-ukrainian-refugees-by-april-30-2022,RESOLVED_UNKNOWN,,"Will there be more than 5 million Ukrainian refugees by April 30, 2022?",242433,True,2022-04-30T00:00:00Z,https://data2.unhcr.org/en/situations/ukraine,no payout==1 found
will-the-price-of-ethereum-be-between-2300-and-2400-on-june-27-at-5pm-et,RESOLVED,No,Will the price of Ethereum be between $2300 and $2400 on June 27 at 5PM ET?,556005,True,2025-06-27T21:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-wsh-nym-2025-09-20,RESOLVED,Nationals,Nationals vs. Mets,603922,True,2025-09-27T20:10:00Z,https://www.mlb.com/,
nba-who-will-win-the-nuggets-vs-suns-scheduled-for-march-24-9-pm-et,RESOLVED_UNKNOWN,,"NBA: Who will win the Nuggets vs. Suns, scheduled for March 24 (9 PM ET)?",242436,True,2022-03-24T00:00:00Z,https://www.nba.com/games,no payout==1 found
will-the-highest-temperature-in-london-be-80f-or-higher-on-may-11,RESOLVED,No,Will the highest temperature in London be 80°F or higher on May 11?,543058,True,2025-05-11T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-finland-qualify-for-the-eurovision-2025-grand-final,RESOLVED,Yes,Will Finland qualify for the Eurovision 2025 grand final?,527762,True,2025-05-11T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
eth-up-or-down-15m-1759600800,RESOLVED,Up,"Ethereum Up or Down - October 4, 2:00PM-2:15PM ET",621640,True,2025-10-04T18:15:00Z,https://data.chain.link/streams/eth-usd,
will-trump-say-ban-or-banned-during-todays-iftar-dinner,RESOLVED,No,"Will Trump say ""Ban"" or ""Banned"" during today's Iftar Dinner?",531629,True,2025-03-27T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
btc-up-or-down-15m-1759032000,RESOLVED,Up,"Bitcoin Up or Down - September 28, 12:00AM-12:15AM ET",616036,True,2025-09-28T04:15:00Z,https://data.chain.link/streams/btc-usd,
will-ethereum-dip-to-4100-august-1824-313-199-376,RESOLVED,Yes,Will Ethereum dip to $4100 August 18–24?,577748,True,2025-08-25T04:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-tyrrell-hatton-make-the-cut-at-the-pga-championship,RESOLVED,Yes,Will Tyrrell Hatton make the cut at the PGA Championship?,543616,True,2025-05-18T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
solana-above-230-on-september-8,RESOLVED,No,Solana above $230 on September 8?,585343,True,2025-09-08T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
eth-multistrike-4h-1757059200-4200,RESOLVED,Yes,"Will the price of Ethereum be above $4,200 on September 5 at 4AM ET?",588113,True,2025-09-05T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
sol-multistrike-4h-1758556800-218,RESOLVED,Yes,Will the price of Solana be above $218 on September 22 at 12PM ET?,607531,True,2025-09-22T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-highest-temperature-in-london-be-52f-or-below-on-march-5,RESOLVED,No,Will the highest temperature in London be 52°F or below on March 5?,526604,True,2025-03-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-ethereum-be-between-4450-and-4475-on-september-9-at-12pm-et,RESOLVED,No,"Will the price of Ethereum be between $4,450 and $4,475 on September 9 at 12PM ET?",591530,True,2025-09-09T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-multistrike-4h-1758110400-116k,RESOLVED,Yes,"Will the price of Bitcoin be above $116,000 on September 17 at 8AM ET?",601218,True,2025-09-17T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cbb-que-una-2025-02-26,RESOLVED,North Alabama,Queens vs. North Alabama,524789,True,2025-03-06T00:00:00Z,https://www.ncaa.com/,
nba-atl-mil-2025-03-30-total-231pt5,RESOLVED,Over,Over 231.5,532271,True,2025-04-06T23:00:00Z,https://www.nba.com/,
will-harold-varner-iii-win-the-2025-liv-golf-uk-tournament,RESOLVED,No,Will Harold Varner III win the 2025 LIV Golf UK tournament?,563895,True,2025-07-27T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
pgl-astana-astralis-vs-pain,RESOLVED,Astralis,PGL Astana: Astralis vs. paiN,543414,True,2025-05-11T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-atl-hou-2025-03-25-total-233pt5,RESOLVED,Over,Over 233.5,530598,True,2025-04-02T00:00:00Z,https://www.nba.com/,
solana-up-or-down-july-8-7am-et,RESOLVED,Up,"Solana Up or Down - July 8, 7AM ET",560090,True,2025-07-08T12:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
sol-multistrike-4h-1757275200-210,RESOLVED,No,Will the price of Solana be above $210 on September 7 at 4PM ET?,589983,True,2025-09-07T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
us-open-roberto-carballes-baena-vs-arthur-rinderknech-2025-08-24,RESOLVED,Rinderknech,US Open: Roberto Carballes Baena vs Arthur Rinderknech,580248,True,2025-08-31T15:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-martin-landaluce-win-the-2025-swiss-open,RESOLVED,No,Will Martin Landaluce win the 2025 Swiss Open?,562730,True,2025-07-21T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-southampton-be-relegated,RESOLVED,Yes,Will Southampton be relegated?,508596,True,2025-05-25T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
elon-musk-of-tweets-january-17-24-will-elon-tweet-325-349-times-jan-17-24,RESOLVED,Yes,Will Elon tweet 325-349 times Jan 17-24?,519017,True,2025-01-24T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1758568500,RESOLVED,Down,"Bitcoin Up or Down - September 22, 3:15PM-3:30PM ET",607963,True,2025-09-22T19:30:00Z,https://data.chain.link/streams/btc-usd,
will-rameshbabu-praggnanandhaa-win-the-2024-world-blitz-championship,RESOLVED,No,Will Rameshbabu Praggnanandhaa win the 2024 World Blitz Championship?,515476,True,2024-12-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-min-mil-2025-04-08-spread-home-0pt5,RESOLVED,Bucks,Spread: Timberwolves (-0.5),535201,True,2025-04-16T00:00:00Z,https://www.nba.com/,
eth-multistrike-4h-1758038400-4375,RESOLVED,Yes,"Will the price of Ethereum be above $4,375 on September 16 at 12PM ET?",600178,True,2025-09-16T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cfb-boscol-pitt-2025-10-04,RESOLVED,Pittsburgh,Boston College vs. Pittsburgh,617623,True,2025-10-04T16:00:00Z,https://www.ncaa.com/,
will-there-be-57-or-more-combined-points-scored-ND-GATech,RESOLVED,Under,Will there be 57 or more combined points scored?,510142,True,2024-10-19T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-gpt-5-be-released-on-august-15-or-later,RESOLVED,No,Will GPT-5 be released on August 15 or later?,572243,True,2025-08-15T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
ufc-cuozzi-vs-jimenez,RESOLVED,Jimenez,UFC: Cuozzi vs. Jimenez,577490,True,2025-08-20T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
cfb-chsou-vand-2025-08-30,RESOLVED,Vanderbilt Commodores,Charleston Southern Buccaneers vs. Vanderbilt Commodores,584123,True,2025-09-06T23:00:00Z,https://www.ncaa.com/,
nba-ind-cle-2025-05-13-total-225pt5,RESOLVED,Under,Over 225.5,544119,True,2025-05-20T23:00:00Z,https://www.nba.com/,
will-nick-dunlap-be-the-first-round-leader-at-the-2025-pga-tour-3m-open,RESOLVED,No,Will Nick Dunlap be the first round leader at the 2025 PGA TOUR 3M Open?,565638,True,2025-07-25T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-new-york-city-be-between-87-88f-on-july-4,RESOLVED,No,Will the highest temperature in New York City be between 87-88°F on July 4?,558691,True,2025-07-04T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-west-ham-beat-nottingham-forest-02252023,RESOLVED,Yes,Will West Ham beat Nottingham Forest? (02/25/2023),248883,True,2023-02-24T00:00:00Z,https://www.premierleague.com/results,
will-reiwa-shinsengumi-win-the-most-seats-in-the-house-of-councillors-following-the-2025-japan-election,RESOLVED,No,Will Reiwa Shinsengumi win the most seats in the House of Councillors following the 2025 Japan election?,523381,True,2025-07-27T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-elon-tweet-500-549-times-feb-28-march-7,RESOLVED,No,Will Elon tweet 500-549 times Feb 28 - March 7?,526076,True,2025-03-07T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cs-natus-vincere-vs-nip-b8-winner-2025-09-21,RESOLVED,Natus Vincere,CS: Natus Vincere vs NIP/B8 winner,605921,True,2025-09-28T17:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
ncaab-will-the-houston-cougars-beat-the-villanova-wildcats-by-more-than-2pt5-points-in-their-march-26-609-pm-et-matchup,RESOLVED_UNKNOWN,,"NCAAB: Will the Houston Cougars beat the Villanova Wildcats by more than 2.5 points in their March 26, 6:09 PM ET matchup?",242537,True,2022-03-26T00:00:00Z,https://www.ncaa.com/,no payout==1 found
mlb-det-tb-2025-06-22,RESOLVED,Tigers,Tigers vs. Rays,554588,True,2025-06-29T16:10:00Z,https://www.mlb.com/,
eth-up-or-down-15m-1758608100,RESOLVED,Up,"Ethereum Up or Down - September 23, 2:15AM-2:30AM ET",609088,True,2025-09-23T06:30:00Z,https://data.chain.link/streams/eth-usd,
xrp-up-or-down-july-11-5pm-et,RESOLVED,Down,"XRP Up or Down - July 11, 5PM ET",561507,True,2025-07-11T22:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
will-derrick-henry-win-nfl-offensive-player-of-the-year,RESOLVED,No,Will Derrick Henry win NFL Offensive Player of the Year?,514528,True,2025-02-06T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-there-be-65-or-more-combined-points-scored,RESOLVED,No,Will there be 65 or more combined points scored?,505946,True,2024-09-01T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-mia-phi-2025-03-29-spread-home-12pt5,RESOLVED,Heat,Spread: Heat (-12.5),532120,True,2025-04-05T23:30:00Z,https://www.nba.com/,
will-viktor-hovland-be-the-first-round-leader-at-the-2025-genesis-scottish-open,RESOLVED,No,Will Viktor Hovland be the first round leader at the 2025 Genesis Scottish Open?,560454,True,2025-07-11T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
ethereum-up-or-down-october-6-3pm-et,RESOLVED,Up,"Ethereum Up or Down - October 6, 3PM ET",621792,True,2025-10-06T20:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
eth-multistrike-4h-1758211200-4700,RESOLVED,No,"Will the price of Ethereum be above $4,700 on September 18 at 12PM ET?",602682,True,2025-09-18T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-highest-temperature-in-new-york-city-be-between-97-98f-on-june-24,RESOLVED,No,Will the highest temperature in New York City be between 97-98°F on June 24?,554087,True,2025-06-24T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-xrp-be-between-3pt20-3pt30-on-september-15,RESOLVED,No,Will the price of XRP be between $3.20 and $3.30 on September 15?,590819,True,2025-09-15T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-wicked-gross-between-105-115m-opening-weekend,RESOLVED,Yes,Will 'Wicked' gross between $105-115m opening weekend?,511101,True,2024-11-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-xrp-be-between-2pt97-and-3-on-september-19-at-12pm-et,RESOLVED,No,Will the price of XRP be between $2.97 and $3.00 on September 19 at 12PM ET?,604030,True,2025-09-19T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
ethereum-up-or-down-august-9-8pm-et,RESOLVED,Up,"Ethereum Up or Down - August 9, 8PM ET",573752,True,2025-08-10T01:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-volodymyr-zelenskyy-say-putin-during-his-business-roundtable-appearance,RESOLVED,No,"Will Volodymyr Zelenskyy say ""Putin"" during his Business Roundtable appearance?",527695,True,2025-03-11T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-if-elfsborg-beat-roma,RESOLVED,Yes,Will IF Elfsborg beat Roma?,508538,True,2024-10-03T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
bitcoin-up-or-down-june-7-5-pm-et,RESOLVED,Down,"Bitcoin Up or Down - June 7, 5 PM ET",549969,True,2025-06-07T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
bitcoin-up-or-down-on-june-14,RESOLVED,Down,Bitcoin Up or Down on June 14?,551806,True,2025-06-14T16:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-aston-martin-have-the-highest-constructor-score-at-the-bahrain-gp,RESOLVED,No,Will Aston Martin have the highest Constructor score at the Bahrain GP?,534845,True,2025-04-14T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-randy-fine-win-by-more-than-25,RESOLVED,No,Will Randy Fine win by more than 25%?,531397,True,2025-04-01T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-swag-ii-first-week-album-sales-be-under-75000,RESOLVED,No,Will Swag II first-week album sales be under 75000?,588043,True,2025-09-12T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-academy-take-away-will-smiths-oscar-by-april-30,RESOLVED_UNKNOWN,,Will the Academy strip Will Smith’s Oscar by April 30?,242589,True,2022-04-30T00:00:00Z,https://www.oscars.org/oscars,no payout==1 found
will-hunter-biden-be-federally-indicted-by-july-31-2022,RESOLVED_UNKNOWN,,"Will Hunter Biden be federally indicted by July 31, 2022?",242590,True,2022-07-31T00:00:00Z,0xCB1822859cEF82Cd2Eb4E6276C7916e692995130,no payout==1 found
will-the-price-of-ethereum-be-less-than-4475-on-september-18-at-8am-et,RESOLVED,No,"Will the price of Ethereum be less than $4,475 on September 18 at 8AM ET?",602497,True,2025-09-18T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-multistrike-4h-1757952000-114k,RESOLVED,Yes,"Will the price of Bitcoin be above $114,000 on September 15 at 12PM ET?",598672,True,2025-09-15T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cfb-bayl-okst-2025-09-27-spread-away-20pt5,RESOLVED,Oklahoma State,Spread: Baylor (-20.5),608865,True,2025-09-27T19:30:00Z,https://www.ncaa.com/,
mlb-cws-phi-2023-04-18,RESOLVED,Phillies,MLB: Chicago White Sox vs. Philadelphia Phillies 2023-04-18,250245,True,2023-04-18T00:00:00Z,https://www.mlb.com/,
will-the-highest-temperature-in-london-be-56f-or-below-on-march-19,RESOLVED,No,Will the highest temperature in London be 56°F or below on March 19?,528613,True,2025-03-19T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-multistrike-4h-1757332800-4250,RESOLVED,Yes,"Will the price of Ethereum be above $4,250 on September 8 at 8AM ET?",590394,True,2025-09-08T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
bitcoin-up-or-down-july-7-7pm-et,RESOLVED,Up,"Bitcoin Up or Down - July 7, 7PM ET",557039,True,2025-07-08T00:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
